PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REGION	CHR_ID	CHR_POS	STRONGEST SNP-RISK ALLELE	SNPS	SNP_ID_CURRENT	CONTEXT	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	11q13.2	11	67058689	rs7112925-T	rs7112925	7112925.0	intron_variant	0.356	6e-15	14.22
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	11q13.5	11	75565133	rs606452-A	rs606452	606452.0	intron_variant	0.142	2.0000000000000002e-23	22.7
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	12p13.33	12	467818	rs11612228-T	rs11612228	11612228.0	intron_variant	0.378	7e-10	9.15
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	12p13.2	12	11702839	rs2856321-A	rs2856321	2856321.0	intron_variant	0.639	8.000000000000001e-24	23.1
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	12p12.2	12	20704533	rs10770705-A	rs10770705	10770705.0	intron_variant	0.338	2e-21	20.7
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	12p11.22	12	28447311	rs11049611-T	rs11049611	11049611.0	intron_variant	0.304	3e-32	31.52
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	12q14.3	12	65965972	rs8756-A	rs8756	8756.0	3_prime_UTR_variant	0.508	5e-90	89.3
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	12q15	12	69433878	rs10748128-T	rs10748128	10748128.0	intergenic_variant	0.352	4.0000000000000003e-29	28.4
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	12q22	12	93583178	rs3825199-A	rs3825199	3825199.0	3_prime_UTR_variant	0.773	4.0000000000000005e-49	48.4
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	12q22	12	93733149	rs10859567-T	rs10859567	10859567.0	intron_variant	0.563	5e-33	32.3
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	12q24.31	12	122056903	rs11835818-T	rs11835818	11835818.0	intron_variant	0.512	2e-13	12.7
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	12q24.31	12	123338164	rs7980687-A	rs7980687	7980687.0	intron_variant	0.205	9.999999999999999e-27	26.0
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	12q24.31	12	124316680	rs1809889-T	rs1809889	1809889.0	regulatory_region_variant	0.289	4e-21	20.4
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	13q14.2	13	50144332	rs2687950-T	rs2687950	2687950.0	intron_variant	0.254	9e-27	26.05
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	13q14.3	13	50531198	rs3118905-A	rs3118905	3118905.0	intron_variant	0.281	1e-69	69.0
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	13q31.1	13	80976314	rs6563199-T	rs6563199	6563199.0	intergenic_variant	0.352	1e-08	8.0
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	13q31.3	13	91372320	rs7319045-A	rs7319045	7319045.0	intergenic_variant	0.392	8e-15	14.1
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	14q12	14	24361644	rs1950500-T	rs1950500	1950500.0	regulatory_region_variant	0.296	3e-22	21.52
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	14q23.1	14	60490561	rs2093210-T	rs2093210	2093210.0	intron_variant	0.581	3e-35	34.52
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	14q24.3	14	74524043	rs862034-A	rs862034	862034.0	intron_variant	0.361	6e-20	19.22
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	14q32.12	14	91961004	rs7154721-T	rs7154721	7154721.0	intergenic_variant	0.573	5e-20	19.3
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	15q21.2	15	51238298	rs16964211-A	rs16964211	16964211.0	intron_variant	0.051	1e-15	15.0
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	15q23	15	70072013	rs975210-A	rs975210	975210.0	intron_variant	0.184	1e-17	17.0
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	15q24.1	15	74044292	rs5742915-T	rs5742915	5742915.0	missense_variant	0.535	2.0000000000000002e-29	28.7
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	15q25.2	15	83597393	rs2257011-T	rs2257011	2257011.0	intron_variant	0.497	1e-47	47.0
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	15q25.2	15	83845538	rs7162542-C	rs7162542	7162542.0	intron_variant	0.447	8e-55	54.1
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	15q26.1	15	88852395	rs2280470-A	rs2280470	2280470.0	intron_variant	0.333	2.9999999999999997e-44	43.52
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	15q26.1	15	89308349	rs2238300-A	rs2238300	2238300.0	intron_variant	0.396	2e-12	11.7
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	15q26.3	15	99972953	rs2573625-T	rs2573625	2573625.0	3_prime_UTR_variant	0.672	6e-20	19.22
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	16q24.1	16	84954073	rs2326458-A	rs2326458	2326458.0	intergenic_variant	0.751	5e-10	9.3
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	17p13.1	17	7459769	rs9217-T	rs9217	9217.0	3_prime_UTR_variant	0.63	5e-20	19.3
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	17p13.1	17	8128618	rs8067165-C	rs8067165	8067165.0	regulatory_region_variant	0.403	7e-12	11.15
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	17q11.2	17	30920697	rs3760318-A	rs3760318	3760318.0	intron_variant	0.374	3e-41	40.52
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	17q21.31	17	45138914	rs4986172-T	rs4986172	4986172.0	intron_variant	0.346	8e-27	26.1
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	17q21.32	17	48897372	rs318095-T	rs318095	318095.0	intron_variant	0.463	2e-16	15.7
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	17q22	17	56762291	rs1401795-A	rs1401795	1401795.0	intergenic_variant	0.508	1.0000000000000001e-23	23.0
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	17q23.2	17	61419288	rs2079795-T	rs2079795	2079795.0	intergenic_variant	0.328	2e-46	45.7
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	17q23.2	17	61561262	rs2378870-T	rs2378870	2378870.0	regulatory_region_variant	0.372	4e-10	9.4
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	17q23.3	17	63869747	rs2854207-C	rs2854207	2854207.0	TF_binding_site_variant	0.727	9.999999999999999e-43	42.0
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	17q23.3	17	63930138	rs2070776-A	rs2070776	2070776.0	stop_gained	0.346	6e-41	40.22
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	18q11.2	18	23155444	rs4369779-T	rs4369779	4369779.0	intron_variant	0.207	2e-53	52.7
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	18q21.32	18	60185715	rs11152213-A	rs11152213	11152213.0	intergenic_variant	0.755	7e-13	12.15
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	19p13.3	19	2176404	rs11880992-A	rs11880992	11880992.0	intron_variant	0.398	7e-28	27.15
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	19p13.3	19	3434030	rs2074977-A	rs2074977	2074977.0	intron_variant	0.637	2e-20	19.7
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	19p13.2	19	7184751	rs891088-A	rs891088	891088.0	intron_variant	0.738	7e-18	17.15
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	19p13.2	19	8579147	rs4072910-C	rs4072910	4072910.0	regulatory_region_variant	0.442	1e-18	18.0
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	19p13.2	19	10690509	rs8102380-A	rs8102380	8102380.0	3_prime_UTR_variant	0.686	8e-11	10.1
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	19p13.11	19	19480257	rs10401193-A	rs10401193	10401193.0	intron_variant	0.819	9e-14	13.05
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	19q13.2	19	41416447	rs4803468-A	rs4803468	4803468.0	intron_variant	0.419	2e-21	20.7
25282103	Wood AR	2014-10-05	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25282103	Defining the role of common variation in the genomic and biological architecture of adult human height.	Height	253,288 European ancestry individuals	20p13	20	4117920	rs7273787-A	rs7273787	7273787.0	intergenic_variant	0.651	3e-12	11.52
